"state_name","year","Value"
"KENTUCKY",1967,213
"LOUISIANA",1967,280
"MAINE",1967,121
"MARYLAND",1967,510
"MASSACHUSETTS",1967,449
"MICHIGAN",1967,275
"MINNESOTA",1967,188
"MISSISSIPPI",1967,184
"MISSOURI",1967,186
"MONTANA",1967,50
"NEBRASKA",1967,132
"NEVADA",1967,45
"NEW HAMPSHIRE",1967,171
"NEW JERSEY",1967,781
"NEW MEXICO",1967,40
"NEW YORK",1967,212
"NORTH CAROLINA",1967,292
"NORTH DAKOTA",1967,78
"OHIO",1967,345
"OKLAHOMA",1967,142
"OREGON",1967,128
"PENNSYLVANIA",1967,272
"RHODE ISLAND",1967,580
"SOUTH CAROLINA",1967,208
"SOUTH DAKOTA",1967,74
"TENNESSEE",1967,213
"TEXAS",1967,124
"UTAH",1967,81
"VERMONT",1967,153
"VIRGINIA",1967,231
"WASHINGTON",1967,182
"WEST VIRGINIA",1967,103
"WISCONSIN",1967,182
"WYOMING",1967,33
"ALABAMA",1968,170
"ARIZONA",1968,65
"ARKANSAS",1968,226
"CALIFORNIA",1968,485
"COLORADO",1968,87
"CONNECTICUT",1968,793
"DELAWARE",1968,430
"FLORIDA",1968,308
"GEORGIA",1968,185
"IDAHO",1968,162
"ILLINOIS",1968,470
"INDIANA",1968,415
"IOWA",1968,365
"KANSAS",1968,156
"KENTUCKY",1968,229
"LOUISIANA",1968,292
"MAINE",1968,135
"MARYLAND",1968,540
"MASSACHUSETTS",1968,479
"MICHIGAN",1968,294
"MINNESOTA",1968,201
"MISSISSIPPI",1968,203
"MISSOURI",1968,200
"MONTANA",1968,54
"NEBRASKA",1968,143
"NEVADA",1968,48
"NEW HAMPSHIRE",1968,194
"NEW JERSEY",1968,871
"NEW MEXICO",1968,40
"NEW YORK",1968,229
"NORTH CAROLINA",1968,314
"NORTH DAKOTA",1968,84
"OHIO",1968,364
"OKLAHOMA",1968,156
"OREGON",1968,134
"PENNSYLVANIA",1968,294
"RHODE ISLAND",1968,631
"SOUTH CAROLINA",1968,229
"SOUTH DAKOTA",1968,80
"TENNESSEE",1968,230
"TEXAS",1968,133
"UTAH",1968,84
"VERMONT",1968,175
"VIRGINIA",1968,245
"WASHINGTON",1968,199
"WEST VIRGINIA",1968,114
"WISCONSIN",1968,193
"WYOMING",1968,36
"ALABAMA",1969,187
"ARIZONA",1969,67
"ARKANSAS",1969,246
"CALIFORNIA",1969,487
"COLORADO",1969,92
"CONNECTICUT",1969,863
"DELAWARE",1969,457
"FLORIDA",1969,319
"GEORGIA",1969,214
"IDAHO",1969,168
"ILLINOIS",1969,493
"INDIANA",1969,417
"IOWA",1969,382
"KANSAS",1969,162
"KENTUCKY",1969,238
"LOUISIANA",1969,302
"MAINE",1969,150
"MARYLAND",1969,578
"MASSACHUSETTS",1969,514
"MICHIGAN",1969,316
"MINNESOTA",1969,216
"MISSISSIPPI",1969,221
"MISSOURI",1969,217
"MONTANA",1969,56
"NEBRASKA",1969,150
"NEVADA",1969,50
"NEW HAMPSHIRE",1969,218
"NEW JERSEY",1969,968
"NEW MEXICO",1969,41
"NEW YORK",1969,250
"NORTH CAROLINA",1969,337
"NORTH DAKOTA",1969,91
"OHIO",1969,378
"OKLAHOMA",1969,162
"OREGON",1969,143
"PENNSYLVANIA",1969,326
"RHODE ISLAND",1969,684
"SOUTH CAROLINA",1969,259
"SOUTH DAKOTA",1969,83
"TENNESSEE",1969,252
"TEXAS",1969,142
"UTAH",1969,88
"VERMONT",1969,198
"VIRGINIA",1969,258
"WASHINGTON",1969,215
"WEST VIRGINIA",1969,127
"WISCONSIN",1969,213
"WYOMING",1969,38
"ALABAMA",1970,200
"ARIZONA",1970,70
"ARKANSAS",1970,260
"CALIFORNIA",1970,479
"COLORADO",1970,95
"CONNECTICUT",1970,921
"DELAWARE",1970,499
"FLORIDA",1970,355
"GEORGIA",1970,234
"IDAHO",1970,177
"ILLINOIS",1970,490
"INDIANA",1970,406
"IOWA",1970,392
"KANSAS",1970,159
"KENTUCKY",1970,253
"LOUISIANA",1970,321
"MAINE",1970,161
"MARYLAND",1970,640
"MASSACHUSETTS",1970,565
"MICHIGAN",1970,326
"MINNESOTA",1970,226
"MISSISSIPPI",1970,234
"MISSOURI",1970,224
"MONTANA",1970,60
"NEBRASKA",1970,154
"NEVADA",1970,53
"NEW HAMPSHIRE",1970,239
"NEW JERSEY",1970,1092
"NEW MEXICO",1970,42
"NEW YORK",1970,273
"NORTH CAROLINA",1970,333
"NORTH DAKOTA",1970,94
"OHIO",1970,399
"OKLAHOMA",1970,173
"OREGON",1970,150
"PENNSYLVANIA",1970,373
"RHODE ISLAND",1970,734
"SOUTH CAROLINA",1970,261
"SOUTH DAKOTA",1970,84
"TENNESSEE",1970,268
"TEXAS",1970,148
"UTAH",1970,92
"VERMONT",1970,224
"VIRGINIA",1970,286
"WASHINGTON",1970,224
"WEST VIRGINIA",1970,136
"WISCONSIN",1970,232
"WYOMING",1970,41
"ALABAMA",1971,226
"ARIZONA",1971,76
"ARKANSAS",1971,255
"CALIFORNIA",1971,471
"COLORADO",1971,103
"CONNECTICUT",1971,1007
"DELAWARE",1971,555
"FLORIDA",1971,377
"GEORGIA",1971,255
"IDAHO",1971,188
"ILLINOIS",1971,494
"INDIANA",1971,422
"IOWA",1971,392
"KANSAS",1971,162
"KENTUCKY",1971,267
"LOUISIANA",1971,349
"MAINE",1971,187
"MARYLAND",1971,686
"MASSACHUSETTS",1971,621
"MICHIGAN",1971,332
"MINNESOTA",1971,231
"MISSISSIPPI",1971,238
"MISSOURI",1971,236
"MONTANA",1971,63
"NEBRASKA",1971,157
"NEVADA",1971,59
"NEW HAMPSHIRE",1971,285
"NEW JERSEY",1971,1132
"NEW MEXICO",1971,45
"NEW YORK",1971,287
"NORTH CAROLINA",1971,371
"NORTH DAKOTA",1971,95
"OHIO",1971,416
"OKLAHOMA",1971,182
"OREGON",1971,166
"PENNSYLVANIA",1971,392
"RHODE ISLAND",1971,843
"SOUTH CAROLINA",1971,276
"SOUTH DAKOTA",1971,85
"TENNESSEE",1971,277
"TEXAS",1971,156
"UTAH",1971,109
"VERMONT",1971,258
"VIRGINIA",1971,309
"WASHINGTON",1971,224
"WEST VIRGINIA",1971,151
"WISCONSIN",1971,255
"WYOMING",1971,42
"ALABAMA",1972,236
"ARIZONA",1972,86
"ARKANSAS",1972,296
"CALIFORNIA",1972,494
"COLORADO",1972,116
"CONNECTICUT",1972,1108
"DELAWARE",1972,566
"FLORIDA",1972,403
"GEORGIA",1972,290
"IDAHO",1972,205
"ILLINOIS",1972,522
"INDIANA",1972,435
"IOWA",1972,414
"KANSAS",1972,174
"KENTUCKY",1972,295
"LOUISIANA",1972,380
"MAINE",1972,217
"MARYLAND",1972,732
"MASSACHUSETTS",1972,687
"MICHIGAN",1972,370
"MINNESOTA",1972,241
"MISSISSIPPI",1972,242
"MISSOURI",1972,261
"MONTANA",1972,68
"NEBRASKA",1972,170
"NEVADA",1972,66
"NEW HAMPSHIRE",1972,339
"NEW JERSEY",1972,1224
"NEW MEXICO",1972,49
"NEW YORK",1972,323
"NORTH CAROLINA",1972,396
"NORTH DAKOTA",1972,98
"OHIO",1972,439
"OKLAHOMA",1972,194
"OREGON",1972,186
"PENNSYLVANIA",1972,419
"RHODE ISLAND",1972,971
"SOUTH CAROLINA",1972,313
"SOUTH DAKOTA",1972,87
"TENNESSEE",1972,302
"TEXAS",1972,173
"UTAH",1972,128
"VERMONT",1972,298
"VIRGINIA",1972,345
"WASHINGTON",1972,238
"WEST VIRGINIA",1972,173
"WISCONSIN",1972,274
"WYOMING",1972,48
"ALABAMA",1973,267
"ARIZONA",1973,91
"ARKANSAS",1973,337
"CALIFORNIA",1973,509
"COLORADO",1973,137
"CONNECTICUT",1973,1229
"DELAWARE",1973,645
"FLORIDA",1973,464
"GEORGIA",1973,329
"IDAHO",1973,229
"ILLINOIS",1973,567
"INDIANA",1973,494
"IOWA",1973,466
"KANSAS",1973,199
"KENTUCKY",1973,327
"LOUISIANA",1973,403
"MAINE",1973,253
"MARYLAND",1973,843
"MASSACHUSETTS",1973,766
"MICHIGAN",1973,444
"MINNESOTA",1973,269
"MISSISSIPPI",1973,270
"MISSOURI",1973,294
"MONTANA",1973,76
"NEBRASKA",1973,193
"NEVADA",1973,74
"NEW HAMPSHIRE",1973,404
"NEW JERSEY",1973,1337
"NEW MEXICO",1973,56
"NEW YORK",1973,356
"NORTH CAROLINA",1973,461
"NORTH DAKOTA",1973,108
"OHIO",1973,505
"OKLAHOMA",1973,219
"OREGON",1973,205
"PENNSYLVANIA",1973,491
"RHODE ISLAND",1973,1124
"SOUTH CAROLINA",1973,336
"SOUTH DAKOTA",1973,94
"TENNESSEE",1973,346
"TEXAS",1973,196
"UTAH",1973,141
"VERMONT",1973,346
"VIRGINIA",1973,391
"WASHINGTON",1973,273
"WEST VIRGINIA",1973,204
"WISCONSIN",1973,328
"WYOMING",1973,55
"ALABAMA",1974,331
"ARIZONA",1974,110
"ARKANSAS",1974,406
"CALIFORNIA",1974,570
"COLORADO",1974,175
"CONNECTICUT",1974,1395
"DELAWARE",1974,810
"FLORIDA",1974,608
"GEORGIA",1974,424
"IDAHO",1974,287
"ILLINOIS",1974,720
"INDIANA",1974,592
"IOWA",1974,597
"KANSAS",1974,253
"KENTUCKY",1974,385
"LOUISIANA",1974,469
"MAINE",1974,302
"MARYLAND",1974,980
"MASSACHUSETTS",1974,875
"MICHIGAN",1974,521
"MINNESOTA",1974,338
"MISSISSIPPI",1974,340
"MISSOURI",1974,384
"MONTANA",1974,96
"NEBRASKA",1974,242
"NEVADA",1974,85
"NEW HAMPSHIRE",1974,493
"NEW JERSEY",1974,1582
"NEW MEXICO",1974,73
"NEW YORK",1974,445
"NORTH CAROLINA",1974,551
"NORTH DAKOTA",1974,144
"OHIO",1974,627
"OKLAHOMA",1974,263
"OREGON",1974,234
"PENNSYLVANIA",1974,621
"RHODE ISLAND",1974,1334
"SOUTH CAROLINA",1974,418
"SOUTH DAKOTA",1974,119
"TENNESSEE",1974,415
"TEXAS",1974,241
"UTAH",1974,171
"VERMONT",1974,410
"VIRGINIA",1974,501
"WASHINGTON",1974,308
"WEST VIRGINIA",1974,262
"WISCONSIN",1974,389
"WYOMING",1974,70
"ALABAMA",1975,364
"ARIZONA",1975,111
"ARKANSAS",1975,419
"CALIFORNIA",1975,653
"COLORADO",1975,188
"CONNECTICUT",1975,1525
"DELAWARE",1975,971
"FLORIDA",1975,685
"GEORGIA",1975,474
"IDAHO",1975,339
"ILLINOIS",1975,846
"INDIANA",1975,720
"IOWA",1975,719
"KANSAS",1975,296
"KENTUCKY",1975,427
"LOUISIANA",1975,512
"MAINE",1975,341
"MARYLAND",1975,1060
"MASSACHUSETTS",1975,961
"MICHIGAN",1975,553
"MINNESOTA",1975,429
"MISSISSIPPI",1975,379
"MISSOURI",1975,396
"MONTANA",1975,112
"NEBRASKA",1975,282
"NEVADA",1975,85
"NEW HAMPSHIRE",1975,564
"NEW JERSEY",1975,1807
"NEW MEXICO",1975,78
"NEW YORK",1975,510
"NORTH CAROLINA",1975,590
"NORTH DAKOTA",1975,195
"OHIO",1975,706
"OKLAHOMA",1975,302
"OREGON",1975,250
"PENNSYLVANIA",1975,734
"RHODE ISLAND",1975,1500
"SOUTH CAROLINA",1975,467
"SOUTH DAKOTA",1975,145
"TENNESSEE",1975,467
"TEXAS",1975,243
"UTAH",1975,188
"VERMONT",1975,462
"VIRGINIA",1975,558
"WASHINGTON",1975,350
"WEST VIRGINIA",1975,300
"WISCONSIN",1975,434
"WYOMING",1975,80
"ALABAMA",1976,425
"ARIZONA",1976,122
"ARKANSAS",1976,475
"CALIFORNIA",1976,711
"COLORADO",1976,219
"CONNECTICUT",1976,1645
"DELAWARE",1976,1114
"FLORIDA",1976,763
"GEORGIA",1976,507
"IDAHO",1976,386
"ILLINOIS",1976,1062
"INDIANA",1976,888
"IOWA",1976,920
"KANSAS",1976,342
"KENTUCKY",1976,514
"LOUISIANA",1976,575
"MAINE",1976,375
"MARYLAND",1976,1280
"MASSACHUSETTS",1976,1044
"MICHIGAN",1976,609
"MINNESOTA",1976,529
"MISSISSIPPI",1976,408
"MISSOURI",1976,456
"MONTANA",1976,134
"NEBRASKA",1976,363
"NEVADA",1976,98
"NEW HAMPSHIRE",1976,625
"NEW JERSEY",1976,2106
"NEW MEXICO",1976,86
"NEW YORK",1976,553
"NORTH CAROLINA",1976,676
"NORTH DAKOTA",1976,236
"OHIO",1976,846
"OKLAHOMA",1976,345
"OREGON",1976,294
"PENNSYLVANIA",1976,820
"RHODE ISLAND",1976,1650
"SOUTH CAROLINA",1976,515
"SOUTH DAKOTA",1976,163
"TENNESSEE",1976,528
"TEXAS",1976,274
"UTAH",1976,227
"VERMONT",1976,496
"VIRGINIA",1976,633
"WASHINGTON",1976,438
"WEST VIRGINIA",1976,393
"WISCONSIN",1976,496
"WYOMING",1976,98
"ALABAMA",1977,477
"ARIZONA",1977,138
"ARKANSAS",1977,542
"CALIFORNIA",1977,759
"COLORADO",1977,256
"CONNECTICUT",1977,1780
"DELAWARE",1977,1250
"FLORIDA",1977,861
"GEORGIA",1977,581
"IDAHO",1977,454
"ILLINOIS",1977,1458
"INDIANA",1977,1188
"IOWA",1977,1259
"KANSAS",1977,398
"KENTUCKY",1977,619
"LOUISIANA",1977,665
"MAINE",1977,414
"MARYLAND",1977,1353
"MASSACHUSETTS",1977,1138
"MICHIGAN",1977,778
"MINNESOTA",1977,672
"MISSISSIPPI",1977,461
"MISSOURI",1977,548
"MONTANA",1977,157
"NEBRASKA",1977,420
"NEVADA",1977,112
"NEW HAMPSHIRE",1977,696
"NEW JERSEY",1977,2211
"NEW MEXICO",1977,101
"NEW YORK",1977,587
"NORTH CAROLINA",1977,759
"NORTH DAKOTA",1977,274
"OHIO",1977,1099
"OKLAHOMA",1977,394
"OREGON",1977,342
"PENNSYLVANIA",1977,994
"RHODE ISLAND",1977,1821
"SOUTH CAROLINA",1977,600
"SOUTH DAKOTA",1977,194
"TENNESSEE",1977,618
"TEXAS",1977,299
"UTAH",1977,271
"VERMONT",1977,533
"VIRGINIA",1977,701
"WASHINGTON",1977,535
"WEST VIRGINIA",1977,430
"WISCONSIN",1977,598
"WYOMING",1977,110
"ALABAMA",1978,527
"ARIZONA",1978,154
"ARKANSAS",1978,606
"CALIFORNIA",1978,914
"COLORADO",1978,273
"CONNECTICUT",1978,1960
"DELAWARE",1978,1350
"FLORIDA",1978,981
"GEORGIA",1978,685
"IDAHO",1978,515
"ILLINOIS",1978,1625
"INDIANA",1978,1357
"IOWA",1978,1331
"KANSAS",1978,418
"KENTUCKY",1978,715
"LOUISIANA",1978,818
"MAINE",1978,464
"MARYLAND",1978,1579
"MASSACHUSETTS",1978,1261
"MICHIGAN",1978,877
"MINNESOTA",1978,761
"MISSISSIPPI",1978,567
"MISSOURI",1978,641
"MONTANA",1978,176
"NEBRASKA",1978,412
"NEVADA",1978,140
"NEW HAMPSHIRE",1978,787
"NEW JERSEY",1978,2386
"NEW MEXICO",1978,112
"NEW YORK",1978,600
"NORTH CAROLINA",1978,830
"NORTH DAKOTA",1978,300
"OHIO",1978,1224
"OKLAHOMA",1978,450
"OREGON",1978,414
"PENNSYLVANIA",1978,1115
"RHODE ISLAND",1978,2045
"SOUTH CAROLINA",1978,653
"SOUTH DAKOTA",1978,227
"TENNESSEE",1978,736
"TEXAS",1978,337
"UTAH",1978,308
"VERMONT",1978,584
"VIRGINIA",1978,774
"WASHINGTON",1978,602
"WEST VIRGINIA",1978,459
"WISCONSIN",1978,718
"WYOMING",1978,121
"ALABAMA",1979,639
"ARIZONA",1979,199
"ARKANSAS",1979,770
"CALIFORNIA",1979,1186
"COLORADO",1979,322
"CONNECTICUT",1979,2227
"DELAWARE",1979,1500
"FLORIDA",1979,1149
"GEORGIA",1979,777
"IDAHO",1979,585
"ILLINOIS",1979,1858
"INDIANA",1979,1589
"IOWA",1979,1550
"KANSAS",1979,501
"KENTUCKY",1979,861
"LOUISIANA",1979,1001
"MAINE",1979,538
"MARYLAND",1979,1800
"MASSACHUSETTS",1979,1443
"MICHIGAN",1979,975
"MINNESOTA",1979,901
"MISSISSIPPI",1979,681
"MISSOURI",1979,726
"MONTANA",1979,196
"NEBRASKA",1979,525
"NEVADA",1979,191
"NEW HAMPSHIRE",1979,919
"NEW JERSEY",1979,2701
"NEW MEXICO",1979,143
"NEW YORK",1979,670
"NORTH CAROLINA",1979,1051
"NORTH DAKOTA",1979,347
"OHIO",1979,1483
"OKLAHOMA",1979,512
"OREGON",1979,504
"PENNSYLVANIA",1979,1273
"RHODE ISLAND",1979,2370
"SOUTH CAROLINA",1979,773
"SOUTH DAKOTA",1979,256
"TENNESSEE",1979,860
"TEXAS",1979,386
"UTAH",1979,400
"VERMONT",1979,660
"VIRGINIA",1979,930
"WASHINGTON",1979,692
"WEST VIRGINIA",1979,592
"WISCONSIN",1979,856
"WYOMING",1979,144
"ALABAMA",1980,780
"ARIZONA",1980,267
"ARKANSAS",1980,918
"CALIFORNIA",1980,1424
"COLORADO",1980,387
"CONNECTICUT",1980,2387
"DELAWARE",1980,1798
"FLORIDA",1980,1381
"GEORGIA",1980,896
"IDAHO",1980,698
"ILLINOIS",1980,2041
"INDIANA",1980,1863
"IOWA",1980,1840
"KANSAS",1980,587
"KENTUCKY",1980,976
"LOUISIANA",1980,1256
"MAINE",1980,594
"MARYLAND",1980,2238
"MASSACHUSETTS",1980,1608
"MICHIGAN",1980,1111
"MINNESOTA",1980,1086
"MISSISSIPPI",1980,819
"MISSOURI",1980,902
"MONTANA",1980,235
"NEBRASKA",1980,635
"NEVADA",1980,248
"NEW HAMPSHIRE",1980,1004
"NEW JERSEY",1980,2947
"NEW MEXICO",1980,185
"NEW YORK",1980,720
"NORTH CAROLINA",1980,1219
"NORTH DAKOTA",1980,405
"OHIO",1980,1730
"OKLAHOMA",1980,614
"OREGON",1980,587
"PENNSYLVANIA",1980,1464
"RHODE ISLAND",1980,2523
"SOUTH CAROLINA",1980,900
"SOUTH DAKOTA",1980,292
"TENNESSEE",1980,976
"TEXAS",1980,436
"UTAH",1980,530
"VERMONT",1980,721
"VIRGINIA",1980,1028
"WASHINGTON",1980,736
"WEST VIRGINIA",1980,669
"WISCONSIN",1980,1004
"WYOMING",1980,161
"ALABAMA",1981,910
"ARIZONA",1981,287
"ARKANSAS",1981,1056
"CALIFORNIA",1981,1732
"COLORADO",1981,434
"CONNECTICUT",1981,2517
"DELAWARE",1981,1928
"FLORIDA",1981,1565
"GEORGIA",1981,971
"IDAHO",1981,774
"ILLINOIS",1981,2188
"INDIANA",1981,2031
"IOWA",1981,1999
"KANSAS",1981,619
"KENTUCKY",1981,1033
"LOUISIANA",1981,1454
"MAINE",1981,642
"MARYLAND",1981,2530
"MASSACHUSETTS",1981,1752
"MICHIGAN",1981,1289
"MINNESOTA",1981,1281
"MISSISSIPPI",1981,1034
"MISSOURI",1981,990
"MONTANA",1981,251
"NEBRASKA",1981,729
"NEVADA",1981,262
"NEW HAMPSHIRE",1981,1078
"NEW JERSEY",1981,3040
"NEW MEXICO",1981,192
"NEW YORK",1981,773
"NORTH CAROLINA",1981,1340
"NORTH DAKOTA",1981,436
"OHIO",1981,1831
"OKLAHOMA",1981,681
"OREGON",1981,668
"PENNSYLVANIA",1981,1568
"RHODE ISLAND",1981,2646
"SOUTH CAROLINA",1981,972
"SOUTH DAKOTA",1981,329
"TENNESSEE",1981,1070
"TEXAS",1981,468
"UTAH",1981,567
"VERMONT",1981,774
"VIRGINIA",1981,1118
"WASHINGTON",1981,877
"WEST VIRGINIA",1981,681
"WISCONSIN",1981,1152
"WYOMING",1981,180
"ALABAMA",1982,885
"ARIZONA",1982,302
"ARKANSAS",1982,1096
"CALIFORNIA",1982,1900
"COLORADO",1982,451
"CONNECTICUT",1982,2610
"DELAWARE",1982,1787
"FLORIDA",1982,1518
"GEORGIA",1982,926
"IDAHO",1982,839
"ILLINOIS",1982,2023
"INDIANA",1982,1804
"IOWA",1982,1889
"KANSAS",1982,628
"KENTUCKY",1982,1058
"LOUISIANA",1982,1414
"MAINE",1982,680
"MARYLAND",1982,2376
"MASSACHUSETTS",1982,1874
"MICHIGAN",1982,1278
"MINNESOTA",1982,1272
"MISSISSIPPI",1982,981
"MISSOURI",1982,945
"MONTANA",1982,271
"NEBRASKA",1982,730
"NEVADA",1982,268
"NEW HAMPSHIRE",1982,1136
"NEW JERSEY",1982,3181
"NEW MEXICO",1982,195
"NEW YORK",1982,821
"NORTH CAROLINA",1982,1297
"NORTH DAKOTA",1982,455
"OHIO",1982,1629
"OKLAHOMA",1982,725
"OREGON",1982,705
"PENNSYLVANIA",1982,1513
"RHODE ISLAND",1982,2729
"SOUTH CAROLINA",1982,980
"SOUTH DAKOTA",1982,349
"TENNESSEE",1982,1040
"TEXAS",1982,539
"UTAH",1982,589
"VERMONT",1982,815
"VIRGINIA",1982,1096
"WASHINGTON",1982,922
"WEST VIRGINIA",1982,723
"WISCONSIN",1982,1144
"WYOMING",1982,193
"ALABAMA",1983,826
"ARIZONA",1983,289
"ARKANSAS",1983,972
"CALIFORNIA",1983,1918
"COLORADO",1983,454
"CONNECTICUT",1983,2655
"DELAWARE",1983,1829
"FLORIDA",1983,1576
"GEORGIA",1983,929
"IDAHO",1983,814
"ILLINOIS",1983,1837
"INDIANA",1983,1610
"IOWA",1983,1684
"KANSAS",1983,601
"KENTUCKY",1983,1049
"LOUISIANA",1983,1351
"MAINE",1983,708
"MARYLAND",1983,2121
"MASSACHUSETTS",1983,1963
"MICHIGAN",1983,1223
"MINNESOTA",1983,1165
"MISSISSIPPI",1983,894
"MISSOURI",1983,856
"MONTANA",1983,259
"NEBRASKA",1983,701
"NEVADA",1983,249
"NEW HAMPSHIRE",1983,1174
"NEW JERSEY",1983,3140
"NEW MEXICO",1983,178
"NEW YORK",1983,817
"NORTH CAROLINA",1983,1314
"NORTH DAKOTA",1983,439
"OHIO",1983,1504
"OKLAHOMA",1983,699
"OREGON",1983,705
"PENNSYLVANIA",1983,1520
"RHODE ISLAND",1983,2760
"SOUTH CAROLINA",1983,946
"SOUTH DAKOTA",1983,348
"TENNESSEE",1983,1014
"TEXAS",1983,544
"UTAH",1983,560
"VERMONT",1983,842
"VIRGINIA",1983,1125
"WASHINGTON",1983,933
"WEST VIRGINIA",1983,688
"WISCONSIN",1983,1113
"WYOMING",1983,193
"ALABAMA",1984,824
"ARIZONA",1984,311
"ARKANSAS",1984,964
"CALIFORNIA",1984,1981
"COLORADO",1984,469
"CONNECTICUT",1984,2723
"DELAWARE",1984,1840
"FLORIDA",1984,1645
"GEORGIA",1984,921
"IDAHO",1984,808
"ILLINOIS",1984,1845
"INDIANA",1984,1647
"IOWA",1984,1518
"KANSAS",1984,597
"KENTUCKY",1984,1034
"LOUISIANA",1984,1430
"MAINE",1984,713
"MARYLAND",1984,2236
"MASSACHUSETTS",1984,2083
"MICHIGAN",1984,1255
"MINNESOTA",1984,1131
"MISSISSIPPI",1984,950
"MISSOURI",1984,875
"MONTANA",1984,276
"NEBRASKA",1984,645
"NEVADA",1984,262
"NEW HAMPSHIRE",1984,1253
"NEW JERSEY",1984,2959
"NEW MEXICO",1984,194
"NEW YORK",1984,848
"NORTH CAROLINA",1984,1429
"NORTH DAKOTA",1984,447
"OHIO",1984,1500
"OKLAHOMA",1984,718
"OREGON",1984,719
"PENNSYLVANIA",1984,1596
"RHODE ISLAND",1984,2770
"SOUTH CAROLINA",1984,926
"SOUTH DAKOTA",1984,363
"TENNESSEE",1984,1024
"TEXAS",1984,612
"UTAH",1984,570
"VERMONT",1984,862
"VIRGINIA",1984,1125
"WASHINGTON",1984,972
"WEST VIRGINIA",1984,698
"WISCONSIN",1984,1104
"WYOMING",1984,199
"ALABAMA",1985,797
"ARIZONA",1985,295
"ARKANSAS",1985,907
"CALIFORNIA",1985,1841
"COLORADO",1985,437
"CONNECTICUT",1985,3005
"DELAWARE",1985,1596
"FLORIDA",1985,1599
"GEORGIA",1985,886
"IDAHO",1985,739
"ILLINOIS",1985,1381
"INDIANA",1985,1344
"IOWA",1985,1091
"KANSAS",1985,488
"KENTUCKY",1985,955
"LOUISIANA",1985,1407
"MAINE",1985,774
"MARYLAND",1985,2197
"MASSACHUSETTS",1985,2377
"MICHIGAN",1985,1108
"MINNESOTA",1985,898
"MISSISSIPPI",1985,855
"MISSOURI",1985,689
"MONTANA",1985,243
"NEBRASKA",1985,485
"NEVADA",1985,244
"NEW HAMPSHIRE",1985,1439
"NEW JERSEY",1985,2951
"NEW MEXICO",1985,185
"NEW YORK",1985,820
"NORTH CAROLINA",1985,1331
"NORTH DAKOTA",1985,373
"OHIO",1985,1215
"OKLAHOMA",1985,597
"OREGON",1985,615
"PENNSYLVANIA",1985,1427
"RHODE ISLAND",1985,2990
"SOUTH CAROLINA",1985,898
"SOUTH DAKOTA",1985,289
"TENNESSEE",1985,944
"TEXAS",1985,694
"UTAH",1985,513
"VERMONT",1985,947
"VIRGINIA",1985,1112
"WASHINGTON",1985,943
"WEST VIRGINIA",1985,607
"WISCONSIN",1985,944
"WYOMING",1985,181
"ALABAMA",1986,803
"ARIZONA",1986,271
"ARKANSAS",1986,779
"CALIFORNIA",1986,1730
"COLORADO",1986,360
"CONNECTICUT",1986,3372
"DELAWARE",1986,1684
"FLORIDA",1986,1537
"GEORGIA",1986,853
"IDAHO",1986,631
"ILLINOIS",1986,1232
"INDIANA",1986,1167
"IOWA",1986,873
"KANSAS",1986,415
"KENTUCKY",1986,941
"LOUISIANA",1986,1191
"MAINE",1986,854
"MARYLAND",1986,2023
"MASSACHUSETTS",1986,2761
"MICHIGAN",1986,1012
"MINNESOTA",1986,694
"MISSISSIPPI",1986,778
"MISSOURI",1986,648
"MONTANA",1986,233
"NEBRASKA",1986,416
"NEVADA",1986,219
"NEW HAMPSHIRE",1986,1682
"NEW JERSEY",1986,2997
"NEW MEXICO",1986,161
"NEW YORK",1986,843
"NORTH CAROLINA",1986,1254
"NORTH DAKOTA",1986,334
"OHIO",1986,1136
"OKLAHOMA",1986,520
"OREGON",1986,570
"PENNSYLVANIA",1986,1332
"RHODE ISLAND",1986,3284
"SOUTH CAROLINA",1986,870
"SOUTH DAKOTA",1986,267
"TENNESSEE",1986,935
"TEXAS",1986,594
"UTAH",1986,476
"VERMONT",1986,1060
"VIRGINIA",1986,1179
"WASHINGTON",1986,840
"WEST VIRGINIA",1986,616
"WISCONSIN",1986,836
"WYOMING",1986,159
"ALABAMA",1987,786
"ARIZONA",1987,299
"ARKANSAS",1987,724
"CALIFORNIA",1987,1554
"COLORADO",1987,368
"CONNECTICUT",1987,3557
"DELAWARE",1987,1677
"FLORIDA",1987,1605
"GEORGIA",1987,889
"IDAHO",1987,552
"ILLINOIS",1987,1149
"INDIANA",1987,1061
"IOWA",1987,786
"KANSAS",1987,373
"KENTUCKY",1987,878
"LOUISIANA",1987,921
"MAINE",1987,885
"MARYLAND",1987,2009
"MASSACHUSETTS",1987,3012
"MICHIGAN",1987,924
"MINNESOTA",1987,587
"MISSISSIPPI",1987,685
"MISSOURI",1987,604
"MONTANA",1987,200
"NEBRASKA",1987,400
"NEVADA",1987,240
"NEW HAMPSHIRE",1987,1847
"NEW JERSEY",1987,3729
"NEW MEXICO",1987,156
"NEW YORK",1987,960
"NORTH CAROLINA",1987,1259
"NORTH DAKOTA",1987,303
"OHIO",1987,1097
"OKLAHOMA",1987,475
"OREGON",1987,541
"PENNSYLVANIA",1987,1540
"RHODE ISLAND",1987,3389
"SOUTH CAROLINA",1987,792
"SOUTH DAKOTA",1987,238
"TENNESSEE",1987,936
"TEXAS",1987,546
"UTAH",1987,451
